timestamp, memory.used [MiB]
2025/12/08 23:49:07.516, 1 MiB
2025/12/08 23:49:08.516, 1 MiB
2025/12/08 23:49:09.516, 4 MiB
2025/12/08 23:49:10.516, 4 MiB
2025/12/08 23:49:11.517, 4 MiB
2025/12/08 23:49:12.517, 4 MiB
2025/12/08 23:49:13.517, 4 MiB
2025/12/08 23:49:14.517, 420 MiB
2025/12/08 23:49:15.517, 522 MiB
2025/12/08 23:49:16.517, 772 MiB
2025/12/08 23:49:17.518, 832 MiB
2025/12/08 23:49:18.518, 904 MiB
2025/12/08 23:49:19.519, 904 MiB
2025/12/08 23:49:20.519, 904 MiB
2025/12/08 23:49:21.519, 916 MiB
2025/12/08 23:49:22.519, 952 MiB
2025/12/08 23:49:23.519, 1072 MiB
2025/12/08 23:49:24.519, 13592 MiB
2025/12/08 23:49:25.755, 1344 MiB
2025/12/08 23:49:26.755, 1008 MiB
2025/12/08 23:49:27.755, 1048 MiB
2025/12/08 23:49:28.755, 1088 MiB
2025/12/08 23:49:29.755, 1180 MiB
2025/12/08 23:49:30.755, 1264 MiB
2025/12/08 23:49:31.755, 1618 MiB
2025/12/08 23:49:32.756, 1444 MiB
2025/12/08 23:49:33.756, 1350 MiB
2025/12/08 23:49:34.756, 1412 MiB
2025/12/08 23:49:35.756, 1412 MiB
2025/12/08 23:49:36.756, 1452 MiB
2025/12/08 23:49:37.756, 1548 MiB
2025/12/08 23:49:38.756, 1508 MiB
2025/12/08 23:49:39.756, 1286 MiB
2025/12/08 23:49:40.756, 1658 MiB
2025/12/08 23:49:41.757, 1658 MiB
2025/12/08 23:49:42.757, 1682 MiB
2025/12/08 23:49:43.757, 1652 MiB
2025/12/08 23:49:44.757, 1788 MiB
2025/12/08 23:49:45.757, 1808 MiB
2025/12/08 23:49:46.757, 1836 MiB
2025/12/08 23:49:47.757, 1862 MiB
2025/12/08 23:49:48.757, 1980 MiB
2025/12/08 23:49:49.757, 1994 MiB
2025/12/08 23:49:50.758, 2106 MiB
2025/12/08 23:49:51.758, 2282 MiB
2025/12/08 23:49:52.758, 2016 MiB
2025/12/08 23:49:53.758, 1928 MiB
2025/12/08 23:49:54.758, 1938 MiB
2025/12/08 23:49:55.758, 1950 MiB
2025/12/08 23:49:56.758, 1962 MiB
2025/12/08 23:49:57.758, 1976 MiB
2025/12/08 23:49:58.759, 1998 MiB
2025/12/08 23:49:59.759, 2116 MiB
2025/12/08 23:50:00.759, 2044 MiB
2025/12/08 23:50:01.759, 2164 MiB
2025/12/08 23:50:02.759, 1976 MiB
2025/12/08 23:50:03.759, 2042 MiB
2025/12/08 23:50:04.759, 2020 MiB
2025/12/08 23:50:05.759, 2004 MiB
2025/12/08 23:50:06.759, 2008 MiB
2025/12/08 23:50:07.760, 2008 MiB
2025/12/08 23:50:08.760, 2002 MiB
2025/12/08 23:50:09.760, 2002 MiB
2025/12/08 23:50:10.760, 2002 MiB
2025/12/08 23:50:11.760, 2002 MiB
2025/12/08 23:50:12.760, 2002 MiB
2025/12/08 23:50:13.760, 2002 MiB
2025/12/08 23:50:14.760, 2002 MiB
2025/12/08 23:50:15.761, 2372 MiB
2025/12/08 23:50:16.761, 2476 MiB
2025/12/08 23:50:17.761, 2564 MiB
2025/12/08 23:50:18.761, 2564 MiB
2025/12/08 23:50:19.761, 2606 MiB
2025/12/08 23:50:20.761, 2640 MiB
2025/12/08 23:50:21.761, 2640 MiB
2025/12/08 23:50:22.761, 2636 MiB
2025/12/08 23:50:23.761, 2644 MiB
2025/12/08 23:50:24.762, 2644 MiB
2025/12/08 23:50:25.762, 2686 MiB
2025/12/08 23:50:26.762, 2338 MiB
2025/12/08 23:50:27.762, 2682 MiB
2025/12/08 23:50:28.762, 2736 MiB
2025/12/08 23:50:29.762, 2736 MiB
2025/12/08 23:50:30.762, 2762 MiB
2025/12/08 23:50:31.762, 2746 MiB
2025/12/08 23:50:32.763, 2748 MiB
2025/12/08 23:50:33.763, 2754 MiB
2025/12/08 23:50:34.763, 2734 MiB
2025/12/08 23:50:35.763, 2736 MiB
2025/12/08 23:50:36.763, 2794 MiB
2025/12/08 23:50:37.763, 2816 MiB
2025/12/08 23:50:38.763, 2816 MiB
2025/12/08 23:50:39.764, 2832 MiB
2025/12/08 23:50:40.764, 3014 MiB
2025/12/08 23:50:41.764, 3016 MiB
2025/12/08 23:50:42.764, 2566 MiB
2025/12/08 23:50:43.764, 2622 MiB
2025/12/08 23:50:44.764, 2624 MiB
2025/12/08 23:50:45.764, 3274 MiB
2025/12/08 23:50:46.764, 3332 MiB
2025/12/08 23:50:47.765, 3332 MiB
2025/12/08 23:50:48.765, 2844 MiB
2025/12/08 23:50:49.765, 2834 MiB
2025/12/08 23:50:50.765, 2836 MiB
2025/12/08 23:50:51.765, 2858 MiB
2025/12/08 23:50:52.765, 2846 MiB
2025/12/08 23:50:53.765, 2846 MiB
2025/12/08 23:50:54.765, 2832 MiB
2025/12/08 23:50:55.766, 3132 MiB
2025/12/08 23:50:56.766, 2862 MiB
