timestamp, memory.used [MiB]
2025/12/07 05:28:16.075, 1 MiB
2025/12/07 05:28:17.075, 1 MiB
2025/12/07 05:28:18.075, 4 MiB
2025/12/07 05:28:19.075, 4 MiB
2025/12/07 05:28:20.075, 4 MiB
2025/12/07 05:28:21.075, 4 MiB
2025/12/07 05:28:22.075, 4 MiB
2025/12/07 05:28:23.076, 504 MiB
2025/12/07 05:28:24.076, 506 MiB
2025/12/07 05:28:25.076, 566 MiB
2025/12/07 05:28:26.076, 566 MiB
2025/12/07 05:28:27.076, 566 MiB
2025/12/07 05:28:28.077, 1182 MiB
2025/12/07 05:28:29.077, 1182 MiB
2025/12/07 05:28:30.077, 1182 MiB
2025/12/07 05:28:31.077, 1182 MiB
2025/12/07 05:28:32.077, 1182 MiB
2025/12/07 05:28:33.077, 1182 MiB
2025/12/07 05:28:34.077, 1182 MiB
2025/12/07 05:28:35.078, 1182 MiB
2025/12/07 05:28:36.078, 1182 MiB
2025/12/07 05:28:37.078, 1182 MiB
2025/12/07 05:28:38.078, 1182 MiB
2025/12/07 05:28:39.078, 1182 MiB
2025/12/07 05:28:40.078, 1182 MiB
2025/12/07 05:28:41.079, 1182 MiB
2025/12/07 05:28:42.079, 1182 MiB
2025/12/07 05:28:43.079, 1182 MiB
2025/12/07 05:28:44.079, 1182 MiB
2025/12/07 05:28:45.079, 1182 MiB
2025/12/07 05:28:46.079, 1182 MiB
2025/12/07 05:28:47.080, 1182 MiB
2025/12/07 05:28:48.080, 1182 MiB
2025/12/07 05:28:49.080, 1182 MiB
2025/12/07 05:28:50.080, 1182 MiB
2025/12/07 05:28:51.080, 1182 MiB
2025/12/07 05:28:52.080, 1182 MiB
2025/12/07 05:28:53.081, 1182 MiB
2025/12/07 05:28:54.081, 1182 MiB
2025/12/07 05:28:55.081, 1182 MiB
2025/12/07 05:28:56.081, 1182 MiB
2025/12/07 05:28:57.081, 1182 MiB
2025/12/07 05:28:58.081, 1182 MiB
2025/12/07 05:28:59.082, 1182 MiB
2025/12/07 05:29:00.082, 1182 MiB
2025/12/07 05:29:01.082, 1182 MiB
2025/12/07 05:29:02.082, 1182 MiB
2025/12/07 05:29:03.082, 1182 MiB
2025/12/07 05:29:04.082, 1182 MiB
2025/12/07 05:29:05.083, 1182 MiB
2025/12/07 05:29:06.083, 1182 MiB
2025/12/07 05:29:07.083, 1182 MiB
2025/12/07 05:29:08.083, 1182 MiB
2025/12/07 05:29:09.083, 1182 MiB
2025/12/07 05:29:10.083, 1182 MiB
2025/12/07 05:29:11.084, 1182 MiB
2025/12/07 05:29:12.084, 1182 MiB
2025/12/07 05:29:13.084, 1182 MiB
2025/12/07 05:29:14.084, 1182 MiB
2025/12/07 05:29:15.084, 1182 MiB
2025/12/07 05:29:16.084, 1182 MiB
2025/12/07 05:29:17.085, 1182 MiB
2025/12/07 05:29:18.085, 1182 MiB
2025/12/07 05:29:19.085, 1182 MiB
2025/12/07 05:29:20.085, 1182 MiB
2025/12/07 05:29:21.085, 1182 MiB
2025/12/07 05:29:22.085, 1182 MiB
2025/12/07 05:29:23.086, 1182 MiB
2025/12/07 05:29:24.086, 1182 MiB
2025/12/07 05:29:25.086, 1182 MiB
2025/12/07 05:29:26.086, 1182 MiB
2025/12/07 05:29:27.086, 1182 MiB
2025/12/07 05:29:28.086, 1182 MiB
2025/12/07 05:29:29.087, 1182 MiB
2025/12/07 05:29:30.087, 1182 MiB
2025/12/07 05:29:31.087, 1182 MiB
2025/12/07 05:29:32.087, 1182 MiB
2025/12/07 05:29:33.087, 1182 MiB
2025/12/07 05:29:34.087, 1182 MiB
2025/12/07 05:29:35.088, 1182 MiB
2025/12/07 05:29:36.088, 1182 MiB
2025/12/07 05:29:37.088, 1182 MiB
2025/12/07 05:29:38.088, 1182 MiB
2025/12/07 05:29:39.088, 1182 MiB
2025/12/07 05:29:40.088, 1182 MiB
2025/12/07 05:29:41.089, 1182 MiB
2025/12/07 05:29:42.089, 1182 MiB
2025/12/07 05:29:43.089, 1182 MiB
2025/12/07 05:29:44.089, 1182 MiB
2025/12/07 05:29:45.089, 1182 MiB
